,Index,Well,Leg,Formation,Biozone,Measured Depth (ft),Footage Drilled / hr ,WHP (psig),SiBHP (psig),BHP (psig),Difference,Reservoir Gas Rate (MMSCF/D),BHT (DegF),"Comments, post SNOC input"
0,0,SAJAA-01,LEG C,SHUAIBA,19_S10,10680.0,48.0,234.6,1118,1155,,0.736,,
1,1,SAJAA-01,LEG C,KHARAIB,2_K90,10728.0,62.9,98.0,1118,1108,,0.133,,
2,2,SAJAA-01,LEG C,KHARAIB,20_K80 UPPER,10791.0,30.5,115.9,1118,1091,,0.008,,
3,3,SAJAA-01,LEG C,KHARAIB,21_K80 MID/LOWER,10821.0,14.1,112.3,1118,1075,,0.0,,
4,4,SAJAA-01,LEG C,KHARAIB,21_K80 MID/LOWER,10836.0,45.4,106.1,1118,1055,,0.063,,
5,5,SAJAA-01,LEG C,KHARAIB,23_K70,10881.0,13.6,108.7,1118,1045,,0.0,,
6,6,SAJAA-01,LEG C,KHARAIB,23_K70,10895.0,36.2,111.3,1118,1047,,0.0,,
7,7,SAJAA-01,LEG C,KHARAIB,24_K60,10931.0,37.7,120.7,1118,1045,,0.42,,
8,8,SAJAA-01,LEG C,KHARAIB,24_K60,10968.0,61.2,120.2,1118,1037,,0.04,,
9,9,SAJAA-01,LEG C,KHARAIB,25_K50,11030.0,13.4,228.1,1118,1030,,0.0,,
10,10,SAJAA-01,LEG C,KHARAIB,26_K40 UPPER,11043.0,18.1,261.7,1118,1055,,0.033,,
11,11,SAJAA-01,LEG C,KHARAIB,26_K40 UPPER,11061.0,19.9,114.0,1118,1043,,-0.398,,
12,12,SAJAA-01,LEG C,KHARAIB,27_K40 LOWER,11081.0,72.0,135.3,1118,1016,,-0.069,,
13,13,SAJAA-01,LEG C,KHARAIB,28_K30 UPPER,11153.0,23.0,155.0,1118,1008,,0.861,,
14,14,SAJAA-01,LEG C,KHARAIB,3_K20,11176.0,67.0,135.8,1118,1011,,0.439,,
15,15,SAJAA-01,LEG C,LEKHWAIR,41_L100,11243.0,30.0,234.3,1118,1016,,0.104,,
16,16,SAJAA-01,LEG C,LEKHWAIR,31_L80,11273.0,52.7,150.1,1118,1006,,0.24,,
17,17,SAJAA-01,LEG C,LEKHWAIR,32_L70,11326.0,50.3,111.9,1118,998,,-0.1,,
18,18,SAJAA-01,LEG C,LEKHWAIR,32_L70,11376.0,63.7,164.7,1118,996,,0.248,,
19,19,SAJAA-01,LEG C,LEKHWAIR,33_L60,11440.0,54.8,175.4,1118,988,,0.57,,
20,20,SAJAA-01,LEG C,LEKHWAIR,33_L60,11495.0,21.0,125.8,1118,998,,-0.38,,
21,21,SAJAA-01,LEG C,LEKHWAIR,34_L50,11516.0,50.5,133.2,1118,1002,,0.626,,
22,22,SAJAA-01,LEG C,LEKHWAIR,34_L50,11566.0,98.9,141.5,1118,998,,0.152,,
23,23,SAJAA-01,LEG C,LEKHWAIR,34_L50,11665.0,40.4,203.9,1118,979,,0.289,,
24,24,SAJAA-01,LEG C,LEKHWAIR,35_L45,11705.0,47.7,254.2,1118,1010,,0.044,,
25,25,SAJAA-01,LEG C,LEKHWAIR,35_L45,11753.0,43.0,155.7,1118,1009,,0.043,,
26,26,SAJAA-01,LEG C,LEKHWAIR,36_L42,11796.0,14.0,133.0,1118,1003,,0.656,,
27,27,SAJAA-01,LEG C,LEKHWAIR,36_L42,11810.0,35.0,153.3,1118,983,,0.877,,
28,28,SAJAA-01,LEG C,LEKHWAIR,37_L38,11845.0,85.0,140.7,1118,1003,,0.538,,
29,29,SAJAA-01,LEG C,LEKHWAIR,37_L38,11930.0,1.0,112.8,1118,998,,0.992,,
30,30,SAJAA-01,LEG C,LEKHWAIR,37_L38,11931.0,52.0,109.5,1118,976,,0.225,,
31,31,SAJAA-01,LEG C,LEKHWAIR,38_L35,11983.0,27.0,124.8,1118,1015,,0.681,,
32,32,SAJAA-01,LEG C,LEKHWAIR,38_L35,12010.0,20.4,183.9,1118,985,,1.038,,
33,33,SAJAA-01,LEG C,LEKHWAIR,38_L35,12030.0,43.5,162.1,1118,984,,0.738,,
34,34,SAJAA-01,LEG C,LEKHWAIR,38_L35,12074.0,56.9,167.3,1118,998,,0.523,,
35,35,SAJAA-01,LEG C,LEKHWAIR,38_L35,12131.0,59.2,121.5,1118,995,,0.374,,
36,36,SAJAA-01,LEG C,LEKHWAIR,38_L35,12190.0,21.0,122.9,1118,1002,,0.532,,
37,37,SAJAA-01,LEG C,LEKHWAIR,38_L35,12211.0,78.7,135.7,1118,998,,0.424,,
38,38,SAJAA-01,LEG C,LEKHWAIR,38_L35,12290.0,48.6,122.3,1118,986,,0.691,,
39,39,SAJAA-01,LEG C,LEKHWAIR,39_L33,12338.0,19.7,133.1,1118,983,,0.718,,
40,40,SAJAA-01,LEG C,LEKHWAIR,39_L33,12358.0,78.7,279.2,1118,1011,,0.0,,
41,41,SAJAA-01,LEG D,LEKHWAIR,37_L38,11882.0,20.0,143.9,1118,964,,0.973,,
42,42,SAJAA-01,LEG D,LEKHWAIR,37_L38,11902.0,45.1,123.1,1118,916,,1.21,,
43,43,SAJAA-01,LEG D,LEKHWAIR,38_L35,11947.0,31.9,110.7,1118,925,,0.793,,
44,44,SAJAA-01,LEG D,LEKHWAIR,38_L35,11979.0,44.7,112.7,1118,929,,0.53,,
45,45,SAJAA-01,LEG D,LEKHWAIR,38_L35,12024.0,34.5,112.7,1118,924,,0.728,,
46,46,SAJAA-01,LEG D,LEKHWAIR,38_L35,12058.0,48.2,124.1,1118,927,,0.731,,
47,47,SAJAA-01,LEG D,LEKHWAIR,39_L33,12106.0,26.1,108.8,1118,928,,0.941,,
48,48,SAJAA-01,LEG D,LEKHWAIR,39_L33,12133.0,58.5,116.5,1118,936,,1.071,,
49,49,SAJAA-01,LEG D,LEKHWAIR,39_L33,12191.0,67.8,101.9,1118,932,,0.889,,
50,50,SAJAA-01,LEG D,LEKHWAIR,4_L30,12259.0,41.8,93.4,1118,953,,0.76,,
51,51,SAJAA-01,LEG D,LEKHWAIR,40_L20,12301.0,59.5,98.8,1118,954,,1.201,,
52,52,SAJAA-01,LEG D,HABSHAN,42_L10,12360.0,109.9,168.6,1118,954,,1.897,,
53,53,SAJAA-01,LEG D,HABSHAN,5_H100,12470.0,63.0,115.2,1118,965,,0.898,,
54,54,SAJAA-01,LEG D,HABSHAN,5_H100,12533.0,74.0,214.9,1118,971,,0.894,,
55,55,SAJAA-01,LEG D,HABSHAN,43_H90,12607.0,61.0,125.0,1118,993,,1.065,,
56,56,SAJAA-01,LEG D,HABSHAN,43_H90,12668.0,64.0,134.5,1118,974,,1.024,,
57,57,SAJAA-01,LEG D,HABSHAN,43_H90,12732.0,40.0,114.9,1118,946,,1.171,,
58,58,SAJAA-01,LEG D,HABSHAN,43_H90,12772.0,47.3,109.3,1118,973,,1.128,,
59,59,SAJAA-01,LEG D,HABSHAN,43_H90,12819.0,19.7,123.0,1118,953,,1.155,,
60,60,SAJAA-01,LEG D,HABSHAN,43_H90,12839.0,15.0,127.4,1118,959,,0.895,,
61,61,SAJAA-01,LEG D,HABSHAN,43_H90,12854.0,75.0,128.4,1118,957,,1.167,,
62,62,SAJAA-01,LEG D,HABSHAN,43_H90,12929.0,33.1,121.8,1118,970,,1.126,,
63,63,SAJAA-01,LEG D,HABSHAN,43_H90,12962.0,42.9,139.2,1118,989,,1.3,,
64,64,SAJAA-01,LEG D,HABSHAN,43_H90,13005.0,27.4,113.2,1118,982,,1.405,,
65,65,SAJAA-01,LEG D,HABSHAN,43_H90,13032.0,41.6,122.9,1118,993,,1.344,,
66,66,SAJAA-01,LEG D,HABSHAN,43_H90,13074.0,25.0,78.0,1118,997,,1.224,,
67,67,SAJAA-01,LEG D,HABSHAN,43_H90,13099.0,40.0,79.4,1118,975,,1.824,,
68,68,SAJAA-01,LEG D,HABSHAN,43_H90,13139.0,61.0,77.3,1118,982,,1.716,,
69,69,SAJAA-01,LEG D,HABSHAN,43_H90,13200.0,71.4,84.6,1118,991,,2.474,,
70,70,SAJAA-01,LEG D,HABSHAN,43_H90,13271.0,40.3,87.9,1118,996,,1.867,,
71,71,SAJAA-01,LEG D,HABSHAN,43_H90,13312.0,60.1,93.8,1118,987,,1.719,,
72,72,SAJAA-01,LEG D,HABSHAN,43_H90,13372.0,35.2,85.1,1118,998,,1.622,,
73,73,SAJAA-01,LEG D,HABSHAN,5_H100,13407.0,71.0,89.2,1118,1007,,1.75,,
74,74,SAJAA-01,LEG D,HABSHAN,5_H100,13478.0,9.2,90.3,1118,998,,1.835,,
75,75,SAJAA-01,LEG D,HABSHAN,5_H100,13487.0,48.5,97.1,1118,1008,,2.207,,
76,76,SAJAA-01,LEG D,HABSHAN,5_H100,13536.0,38.1,104.4,1118,1003,,2.034,,
77,77,SAJAA-01,LEG D,HABSHAN,5_H100,13574.0,81.6,98.5,1118,996,,1.837,,
78,78,SAJAA-01,LEG D,HABSHAN,5_H100,13655.0,29.6,101.9,1118,1022,,2.183,,
79,79,SAJAA-01,LEG D,HABSHAN,5_H100,13685.0,76.0,103.4,1118,976,,2.19,,
80,80,SAJAA-01,LEG D,HABSHAN,5_H100,13761.0,39.2,98.3,1118,1025,,2.237,,
81,81,SAJAA-01,LEG D,HABSHAN,5_H100,13800.0,25.5,108.0,1118,1014,,2.499,,
82,82,SAJAA-01,LEG D,HABSHAN,5_H100,13826.0,47.9,97.9,1118,1005,,2.573,,
83,83,SAJAA-01,LEG D,HABSHAN,5_H100,13874.0,40.4,101.2,1118,1018,,2.632,,
84,84,SAJAA-01,LEG D,HABSHAN,5_H100,13914.0,1.0,113.0,1118,1036,,2.673,,
85,85,SAJAA-01,LEG D,HABSHAN,5_H100,13915.0,49.0,94.7,1118,1005,,1.859,,
86,86,SAJAA-01,LEG D,HABSHAN,5_H100,13964.0,20.5,110.8,1118,1028,,2.618,,
87,87,SAJAA-01,LEG D,HABSHAN,5_H100,13985.0,47.5,97.4,1118,1036,,2.025,,
88,88,SAJAA-01,LEG D,HABSHAN,5_H100,14032.0,10.0,93.0,1118,1027,,1.65,,
89,89,SAJAA-01,LEG D,HABSHAN,5_H100,14042.0,46.3,97.1,1118,1022,,2.5,,
90,90,SAJAA-01,LEG D,HABSHAN,5_H100,14088.0,40.3,102.1,1118,1027,,2.304,,
91,91,SAJAA-01,LEG D,HABSHAN,5_H100,14129.0,31.4,100.9,1118,1036,,2.404,,
92,92,SAJAA-01,LEG D,HABSHAN,43_H90,14160.0,42.0,112.7,1118,1033,,2.959,,
93,93,SAJAA-01,LEG D,HABSHAN,43_H90,14202.0,38.9,101.6,1118,1040,,2.713,,
94,94,SAJAA-01,LEG D,HABSHAN,43_H90,14241.0,25.0,102.2,1118,1029,,2.664,,
95,95,SAJAA-01,LEG D,HABSHAN,43_H90,14266.0,41.6,103.7,1118,1031,,2.975,,
96,96,SAJAA-01,LEG D,HABSHAN,43_H90,14308.0,29.2,93.4,1118,1035,,2.14,,
97,97,SAJAA-01,LEG D,HABSHAN,43_H90,14337.0,12.5,103.0,1118,1027,,2.606,,
98,98,SAJAA-01,LEG D,HABSHAN,43_H90,14349.0,54.0,92.7,1118,1033,,2.256,,
99,99,SAJAA-01,LEG D,HABSHAN,43_H90,14403.0,23.5,105.1,1118,1052,,2.593,,
100,100,SAJAA-01,LEG D,HABSHAN,43_H90,14427.0,7.8,97.8,1118,1044,,2.27,,
101,101,SAJAA-01,LEG D,HABSHAN,43_H90,14435.0,11.8,99.5,1118,1046,,2.466,,
102,102,SAJAA-01,LEG D,HABSHAN,5_H100,14446.0,10.5,102.3,1118,1039,,2.444,,
103,103,SAJAA-01,LEG D,HABSHAN,5_H100,14457.0,7.3,98.9,1118,1032,,2.366,,
104,104,SAJAA-01,LEG D,HABSHAN,5_H100,14464.0,25.3,100.5,1118,1032,,2.663,,
105,105,SAJAA-01,LEG D,HABSHAN,5_H100,14489.0,6.7,101.9,1118,1043,,2.73,,
106,106,SAJAA-01,LEG D,HABSHAN,5_H100,14496.0,7.3,100.4,1118,1042,,2.529,,
107,250,SAJAA-01,LEG 5I,KHARAIB,23_K70,10929.0,22.0,55.0,597,604,,2.57,,
108,251,SAJAA-01,LEG 5I,KHARAIB,23_K70,10951.0,45.0,45.6,597,654,,2.11,,
109,252,SAJAA-01,LEG 5I,KHARAIB,23_K70,10996.0,24.0,60.8,597,652,,2.91,,
110,253,SAJAA-01,LEG 5I,KHARAIB,23_K70,11020.0,46.0,57.5,597,647,,2.67,,
111,254,SAJAA-01,LEG 5I,KHARAIB,23_K70,11066.0,28.0,56.3,597,662,,2.57,,
112,255,SAJAA-01,LEG 5I,KHARAIB,23_K70,11094.0,41.0,55.8,597,669,,2.51,,
113,256,SAJAA-01,LEG 5I,KHARAIB,23_K70,11135.0,39.0,55.1,597,677,,2.43,,
114,257,SAJAA-01,LEG 5I,KHARAIB,23_K70,11174.0,48.0,56.3,597,683,,2.55,,
115,258,SAJAA-01,LEG 5I,KHARAIB,23_K70,11222.0,46.0,61.4,597,688,,2.68,,
116,259,SAJAA-01,LEG 5I,KHARAIB,24_K60,11268.0,19.0,60.9,597,694,,2.56,,
117,260,SAJAA-01,LEG 5I,KHARAIB,24_K60,11287.0,40.0,55.6,597,631,,3.29,,
118,261,SAJAA-01,LEG 5I,KHARAIB,24_K60,11327.0,21.0,50.5,597,644,,2.61,,
119,262,SAJAA-01,LEG 5I,KHARAIB,24_K60,11348.0,42.0,50.9,597,643,,2.62,,
120,263,SAJAA-01,LEG 5I,KHARAIB,25_K50,11390.0,34.0,54.6,597,649,,2.92,,
121,264,SAJAA-01,LEG 5I,KHARAIB,25_K50,11424.0,26.0,59.6,597,663,,2.82,,
122,265,SAJAA-01,LEG 5I,KHARAIB,25_K50,11450.0,29.0,59.9,597,655,,2.74,,
123,266,SAJAA-01,LEG 5I,KHARAIB,25_K50,11479.0,23.0,57.0,597,660,,2.81,,
124,267,SAJAA-01,LEG 5I,KHARAIB,26_K40 UPPER,11502.0,27.0,57.5,597,659,,2.76,,
125,268,SAJAA-01,LEG 5I,KHARAIB,26_K40 UPPER,11529.0,41.0,58.6,597,665,,2.64,,
126,269,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11570.0,74.0,54.8,597,665,,2.52,,
127,270,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11644.0,45.0,58.8,597,689,,2.8,,
128,271,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11689.0,92.0,50.7,597,692,,2.43,,
129,272,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11781.0,15.0,60.9,597,708,,2.29,,
130,273,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11796.0,53.0,55.2,597,700,,2.75,,
131,274,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11849.0,51.0,58.0,597,713,,3.08,,
132,275,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11900.0,50.0,54.0,597,729,,2.52,,
133,276,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11950.0,47.0,54.0,597,715,,2.57,,
134,277,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,11997.0,34.0,53.7,597,716,,2.57,,
135,278,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12031.0,50.0,57.2,597,700,,2.97,,
136,279,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12081.0,72.0,53.5,597,717,,2.64,,
137,280,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12153.0,37.0,54.9,597,718,,2.65,,
138,281,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12190.0,36.0,61.2,597,719,,2.83,,
139,282,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12226.0,48.0,53.2,597,723,,2.63,,
140,283,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12274.0,40.0,59.3,597,725,,3.28,,
141,284,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12314.0,29.0,55.0,597,728,,2.84,,
142,285,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12343.0,26.0,60.4,597,729,,3.02,,
143,286,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12369.0,48.0,60.0,597,733,,3.09,,
144,287,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12417.0,33.0,56.0,597,735,,2.8,,
145,288,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12450.0,27.0,58.0,597,738,,2.78,,
146,289,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12477.0,35.0,57.0,597,741,,2.67,,
147,290,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12512.0,71.0,58.0,597,738,,2.83,,
148,291,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12583.0,67.0,56.0,597,751,,2.84,,
149,292,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12650.0,40.0,55.0,597,759,,2.68,,
150,293,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12690.0,56.0,60.0,597,755,,3.29,,
151,294,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12746.0,57.0,58.0,597,756,,2.79,,
152,295,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12803.0,37.0,64.0,597,761,,3.15,,
153,296,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12840.0,16.0,61.9,597,767,,3.3,,
154,297,SAJAA-01,LEG 5I,KHARAIB,27_K40 LOWER,12856.0,41.0,64.3,597,759,,3.57,,
155,298,SAJAA-01,LEG 5I,KHARAIB,26_K40 UPPER,12897.0,8.0,58.6,597,757,,3.45,,
156,299,SAJAA-01,LEG 5I,KHARAIB,26_K40 UPPER,12905.0,48.2,63.0,597,753,,3.7,,
157,300,SAJAA-01,LEG 6H,KHARAIB,23_K70,10958.0,47.0,82.1,597,707,,3.08,,
158,301,SAJAA-01,LEG 6H,KHARAIB,23_K70,11005.0,54.0,87.4,597,707,,3.41,,
159,302,SAJAA-01,LEG 6H,KHARAIB,23_K70,11059.0,77.0,83.4,597,714,,3.36,,
160,303,SAJAA-01,LEG 6H,KHARAIB,23_K70,11136.0,62.0,80.0,597,718,,3.18,,
161,304,SAJAA-01,LEG 6H,KHARAIB,23_K70,11198.0,72.0,80.0,597,717,,3.16,,
162,305,SAJAA-01,LEG 6H,KHARAIB,23_K70,11270.0,34.0,81.0,597,722,,3.05,,
163,306,SAJAA-01,LEG 6H,KHARAIB,23_K70,11304.0,66.0,81.0,597,722,,3.29,,
164,307,SAJAA-01,LEG 6H,KHARAIB,23_K70,11370.0,71.0,86.0,597,718,,3.52,,
165,308,SAJAA-01,LEG 6H,KHARAIB,23_K70,11441.0,59.0,80.0,597,730,,3.15,,
166,309,SAJAA-01,LEG 6H,KHARAIB,23_K70,11500.0,94.0,77.0,597,733,,3.12,,
167,310,SAJAA-01,LEG 6H,KHARAIB,23_K70,11594.0,50.0,77.7,597,733,,3.3,,
168,311,SAJAA-01,LEG 6H,KHARAIB,23_K70,11644.0,72.0,73.1,597,745,,2.85,,
169,312,SAJAA-01,LEG 6H,KHARAIB,23_K70,11716.0,56.0,75.1,597,755,,3.11,,
170,313,SAJAA-01,LEG 6H,KHARAIB,23_K70,11772.0,64.0,75.5,597,757,,3.12,,
171,314,SAJAA-01,LEG 6H,KHARAIB,23_K70,11836.0,33.0,75.6,597,765,,3.28,,
172,315,SAJAA-01,LEG 6H,KHARAIB,23_K70,11869.0,81.0,67.4,597,764,,3.56,,
173,316,SAJAA-01,LEG 6H,KHARAIB,23_K70,11950.0,94.0,69.7,597,765,,3.81,,
174,317,SAJAA-01,LEG 6H,KHARAIB,23_K70,12044.0,26.0,68.6,597,777,,3.43,,
175,318,SAJAA-01,LEG 6H,KHARAIB,23_K70,12070.0,65.0,69.5,597,775,,3.57,,
176,319,SAJAA-01,LEG 6H,KHARAIB,23_K70,12135.0,30.0,87.0,597,782,,4.22,,
177,320,SAJAA-01,LEG 6H,KHARAIB,23_K70,12165.0,67.0,72.0,597,788,,3.74,,
178,321,SAJAA-01,LEG 6H,KHARAIB,23_K70,12232.0,36.0,72.0,597,795,,3.74,,
179,322,SAJAA-01,LEG 6H,KHARAIB,23_K70,12268.0,21.0,71.0,597,795,,3.51,,
180,323,SAJAA-01,LEG 6H,KHARAIB,23_K70,12289.0,61.0,74.0,597,793,,3.84,,
181,324,SAJAA-01,LEG 6H,KHARAIB,23_K70,12350.0,22.0,74.0,597,797,,3.81,,
182,325,SAJAA-01,LEG 6H,KHARAIB,23_K70,12372.0,57.0,74.0,597,805,,3.66,,
183,326,SAJAA-01,LEG 6H,KHARAIB,23_K70,12429.0,61.0,70.0,597,810,,4.0,,
184,327,SAJAA-01,LEG 6H,KHARAIB,23_K70,12490.0,67.0,68.0,597,814,,3.77,,
185,328,SAJAA-01,LEG 6H,KHARAIB,23_K70,12557.0,32.0,61.3,597,823,,3.5,,
186,329,SAJAA-01,LEG 6H,KHARAIB,23_K70,12589.0,90.0,70.0,597,820,,4.05,,
187,330,SAJAA-01,LEG 6H,KHARAIB,23_K70,12679.0,48.0,70.9,597,831,,3.95,,
188,331,SAJAA-01,LEG 6H,KHARAIB,23_K70,12727.0,43.0,70.1,597,817,,3.79,,
189,332,SAJAA-01,LEG 6H,KHARAIB,23_K70,12770.0,80.0,73.2,597,824,,4.39,,
190,333,SAJAA-01,LEG 6H,KHARAIB,23_K70,12850.0,50.0,71.8,597,820,,4.25,,
191,334,SAJAA-01,LEG 6H,KHARAIB,23_K70,12900.0,50.0,69.0,597,821,,4.15,,
192,335,SAJAA-01,LEG 6H,KHARAIB,23_K70,12950.0,25.0,72.6,597,829,,4.31,,
193,336,SAJAA-01,LEG 6H,KHARAIB,23_K70,12975.0,236.0,73.6,597,822,,4.29,,
194,337,SAJAA-01,LEG 6H,KHARAIB,23_K70,13211.0,11.0,75.0,597,843,,4.18,,
195,338,SAJAA-01,LEG 6H,KHARAIB,23_K70,13222.0,36.0,71.0,597,840,,3.99,,
196,339,SAJAA-01,LEG 6H,KHARAIB,23_K70,13258.0,42.0,71.0,597,836,,4.0,,
197,340,SAJAA-01,LEG 6H,KHARAIB,23_K70,13300.0,64.0,75.0,597,849,,4.3,,
198,341,SAJAA-01,LEG 6H,KHARAIB,23_K70,13364.0,49.0,73.0,597,857,,4.1,,
199,342,SAJAA-01,LEG 6H,KHARAIB,23_K70,13413.0,67.0,68.0,597,859,,4.0,,
200,343,SAJAA-01,LEG 6H,KHARAIB,23_K70,13480.0,39.0,74.4,597,861,,4.11,,
201,344,SAJAA-01,LEG 6H,KHARAIB,23_K70,13519.0,51.0,73.4,597,865,,4.12,,
202,345,SAJAA-01,LEG 6H,KHARAIB,23_K70,13570.0,35.0,73.7,597,866,,3.89,,
203,346,SAJAA-01,LEG 6H,KHARAIB,23_K70,13605.0,55.0,79.9,597,865,,4.35,,
204,347,SAJAA-01,LEG 6H,KHARAIB,23_K70,13660.0,46.0,69.9,597,871,,3.4,,
205,348,SAJAA-01,LEG 6H,KHARAIB,23_K70,13706.0,23.0,77.0,597,865,,4.36,,
206,349,SAJAA-01,LEG 6H,KHARAIB,23_K70,13729.0,31.0,78.3,597,864,,4.56,,
207,350,SAJAA-01,LEG 6H,KHARAIB,23_K70,13760.0,24.0,78.2,597,867,,4.8,,
208,351,SAJAA-01,LEG 6H,KHARAIB,23_K70,13784.0,28.0,74.0,597,867,,4.23,,
209,352,SAJAA-01,LEG 6H,KHARAIB,23_K70,13812.0,38.0,77.0,597,876,,4.26,,
210,353,SAJAA-01,LEG 6H,KHARAIB,23_K70,13850.0,43.0,73.7,597,868,,4.05,,
211,354,SAJAA-01,LEG 6H,KHARAIB,23_K70,13893.0,32.0,75.6,597,872,,4.31,,
212,355,SAJAA-01,LEG 6H,KHARAIB,23_K70,13925.0,15.0,75.0,597,879,,4.1,,
213,356,SAJAA-01,LEG 6H,KHARAIB,23_K70,13940.0,36.0,76.0,597,873,,4.31,,
214,357,SAJAA-01,LEG 6H,KHARAIB,23_K70,13976.0,3.0,71.0,597,881,,3.83,,
215,358,SAJAA-01,LEG 6H,KHARAIB,23_K70,13979.0,30.0,72.0,597,874,,4.17,,
216,359,SAJAA-01,LEG 6H,KHARAIB,23_K70,14009.0,20.0,77.0,597,859,,4.71,,
217,360,SAJAA-01,LEG 6H,KHARAIB,23_K70,14029.0,8.0,73.0,597,858,,4.56,,
218,361,SAJAA-01,LEG 6H,KHARAIB,23_K70,14037.0,40.0,70.0,597,858,,4.35,,
219,362,SAJAA-01,LEG 7I,KHARAIB,23_K70,11956.0,44.0,87.7,597,837,,4.102,,
220,363,SAJAA-01,LEG 7I,KHARAIB,24_K60,12000.0,40.0,88.7,597,833,,4.297,,
221,364,SAJAA-01,LEG 7I,KHARAIB,24_K60,12040.0,39.0,65.0,597,851,,4.21,,
222,365,SAJAA-01,LEG 7I,KHARAIB,24_K60,12079.0,29.0,83.0,597,852,,4.07,,
223,366,SAJAA-01,LEG 7I,KHARAIB,25_K50,12108.0,6.0,77.0,597,853,,3.8,,
224,367,SAJAA-01,LEG 7I,KHARAIB,25_K50,12114.0,21.0,80.0,597,851,,3.85,,
225,368,SAJAA-01,LEG 7I,KHARAIB,25_K50,12135.0,9.0,80.0,597,852,,4.023,,
226,369,SAJAA-01,LEG 7I,KHARAIB,25_K50,12144.0,12.0,82.0,597,852,,4.07,,
227,370,SAJAA-01,LEG 7I,KHARAIB,25_K50,12156.0,34.0,84.0,597,853,,4.159,,
228,371,SAJAA-01,LEG 7I,KHARAIB,25_K50,12190.0,60.0,85.0,597,853,,4.695,,
229,372,SAJAA-01,LEG 7I,KHARAIB,25_K50,12250.0,14.0,81.0,597,855,,4.551,,
230,373,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12264.0,11.0,70.0,597,851,,4.346,,
231,374,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12275.0,15.0,83.0,597,848,,4.687,,
232,375,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12290.0,30.0,71.0,597,851,,4.048,,
233,376,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12320.0,69.0,80.0,597,849,,4.731,,
234,377,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12389.0,19.0,73.0,597,854,,4.278,,
235,378,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12408.0,26.0,84.0,597,860,,4.821,,
236,379,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12434.0,32.0,79.0,597,855,,4.752,,
237,380,SAJAA-01,LEG 7I,KHARAIB,26_K40 UPPER,12466.0,27.0,88.0,597,857,,4.614,,
238,381,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12493.0,38.0,94.0,597,858,,4.934,,
239,382,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12531.0,33.0,88.0,597,860,,4.324,,
240,383,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12564.0,76.0,88.0,597,861,,4.644,,
241,384,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12640.0,34.0,82.0,597,858,,4.607,,
242,385,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12674.0,8.0,81.0,597,860,,4.408,,
243,386,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12682.0,31.0,82.0,597,858,,4.76,,
244,387,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12713.0,17.0,86.0,597,861,,4.813,,
245,388,SAJAA-01,LEG 7I,KHARAIB,27_K40 LOWER,12730.0,26.0,83.0,597,862,,4.65,,
