,Index,Well,Leg,Formation,Biozone,Measured Depth (ft),Footage Drilled / hr ,WHP (psig),SiBHP (psig),BHP (psig),Difference,Reservoir Gas Rate (MMSCF/D),BHT (DegF),"Comments, post SNOC input"
821,1097,SAJAA-04,LEG H,HABSHAN,44_H80,13876.0,58.2,92.8,1150,844,,2.548,,ADDED SIBHP - BASED ON LEG C
822,1098,SAJAA-04,LEG H,HABSHAN,44_H80,13934.2,55.8,92.5,1150,861,,2.89,,ADDED SIBHP - BASED ON LEG C
823,1099,SAJAA-04,LEG H,HABSHAN,44_H80,13990.0,26.5,91.0,1150,862,,2.643,,ADDED SIBHP - BASED ON LEG C
824,1100,SAJAA-04,LEG H,HABSHAN,44_H80,14016.5,46.3,85.3,1150,861,,2.822,,ADDED SIBHP - BASED ON LEG C
825,1101,SAJAA-04,LEG H,HABSHAN,44_H80,14062.8,54.8,85.3,1150,856,,2.82,,ADDED SIBHP - BASED ON LEG C
826,1102,SAJAA-04,LEG H,HABSHAN,44_H80,14117.6,37.0,85.7,1150,858,,2.382,,ADDED SIBHP - BASED ON LEG C
827,1103,SAJAA-04,LEG H,HABSHAN,44_H80,14154.6,95.4,84.5,1150,865,,2.522,,ADDED SIBHP - BASED ON LEG C
828,1104,SAJAA-04,LEG H,HABSHAN,44_H80,14250.0,34.5,85.7,1150,861,,2.55,,ADDED SIBHP - BASED ON LEG C
829,1105,SAJAA-04,LEG H,HABSHAN,44_H80,14284.5,34.9,84.3,1150,861,,2.76,,ADDED SIBHP - BASED ON LEG C
830,1106,SAJAA-04,LEG H,HABSHAN,44_H80,14319.4,70.1,79.5,1150,862,,2.72,,ADDED SIBHP - BASED ON LEG C
831,1107,SAJAA-04,LEG H,HABSHAN,44_H80,14389.5,33.6,80.7,1150,874,,2.85,,ADDED SIBHP - BASED ON LEG C
832,1108,SAJAA-04,LEG H,HABSHAN,44_H80,14423.1,76.9,82.2,1150,868,,2.9,,ADDED SIBHP - BASED ON LEG C
833,1109,SAJAA-04,LEG H,HABSHAN,44_H80,14500.0,56.9,79.0,1150,877,,2.584,,ADDED SIBHP - BASED ON LEG C
834,1110,SAJAA-04,LEG F,SHUAIBA,17_S30,10999.3,48.7,162.5,1150,747,,3.363,,ADDED SIBHP - BASED ON LEG C
835,1111,SAJAA-04,LEG F,SHUAIBA,19_S10,11048.0,47.0,139.9,1150,749,,3.058,,ADDED SIBHP - BASED ON LEG C
836,1112,SAJAA-04,LEG F,SHUAIBA,19_S10,11095.0,29.0,119.5,1150,753,,3.127,,ADDED SIBHP - BASED ON LEG C
837,1113,SAJAA-04,LEG F,KHARAIB,2_K90,11124.0,58.0,107.1,1150,755,,2.982,,ADDED SIBHP - BASED ON LEG C
838,1114,SAJAA-04,LEG F,KHARAIB,2_K90,11182.0,85.0,106.0,1150,747,,2.864,,ADDED SIBHP - BASED ON LEG C
839,1115,SAJAA-04,LEG F,KHARAIB,2_K90,11267.0,48.0,108.1,1150,767,,3.353,,ADDED SIBHP - BASED ON LEG C
840,1116,SAJAA-04,LEG F,KHARAIB,2_K90,11315.0,88.0,98.5,1150,774,,2.73,,ADDED SIBHP - BASED ON LEG C
841,1117,SAJAA-04,LEG F,SHUAIBA,19_S10,11403.0,52.0,98.4,1150,770,,2.912,,ADDED SIBHP - BASED ON LEG C
842,1118,SAJAA-04,LEG F,SHUAIBA,19_S10,11455.0,37.0,94.3,1150,772,,2.583,,ADDED SIBHP - BASED ON LEG C
843,1119,SAJAA-04,LEG F,SHUAIBA,19_S10,11492.0,29.0,105.1,1150,761,,3.288,,ADDED SIBHP - BASED ON LEG C
844,1120,SAJAA-04,LEG F,SHUAIBA,19_S10,11521.0,77.0,86.9,1150,757,,2.595,,ADDED SIBHP - BASED ON LEG C
845,1121,SAJAA-04,LEG F,SHUAIBA,17_S30,11598.0,60.0,100.2,1150,755,,3.074,,ADDED SIBHP - BASED ON LEG C
846,1122,SAJAA-04,LEG F,SHUAIBA,17_S30,11658.0,79.7,104.0,1150,761,,3.2,,ADDED SIBHP - BASED ON LEG C
847,1123,SAJAA-04,LEG F,SHUAIBA,17_S30,11737.7,40.2,96.5,1150,765,,2.608,,ADDED SIBHP - BASED ON LEG C
848,1124,SAJAA-04,LEG F,SHUAIBA,17_S30,11777.9,61.9,99.8,1150,758,,2.938,,ADDED SIBHP - BASED ON LEG C
849,1125,SAJAA-04,LEG F,SHUAIBA,17_S30,11839.8,64.2,100.0,1150,746,,3.04,,ADDED SIBHP - BASED ON LEG C
850,1126,SAJAA-04,LEG F,SHUAIBA,16_S40,11904.0,70.2,103.1,1150,780,,3.235,,ADDED SIBHP - BASED ON LEG C
851,1127,SAJAA-04,LEG F,NAHR UMR,1_NU10,11974.2,109.9,105.0,1150,786,,3.38,,ADDED SIBHP - BASED ON LEG C
852,1128,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,11547.0,73.0,100.8,1150,779,,3.369,,ADDED SIBHP - BASED ON LEG C
853,1129,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,11620.0,101.0,98.4,1150,782,,3.204,,ADDED SIBHP - BASED ON LEG C
854,1130,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,11721.0,82.0,92.4,1150,786,,2.97,,ADDED SIBHP - BASED ON LEG C
855,1131,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,11803.0,67.0,98.6,1150,796,,3.263,,ADDED SIBHP - BASED ON LEG C
856,1132,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,11870.0,41.0,97.5,1150,794,,3.397,,ADDED SIBHP - BASED ON LEG C
857,1133,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,11911.0,60.0,94.0,1150,797,,3.27,,ADDED SIBHP - BASED ON LEG C
858,1134,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,11971.0,58.0,94.1,1150,799,,3.255,,ADDED SIBHP - BASED ON LEG C
859,1135,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,12029.0,61.0,93.5,1150,799,,3.169,,ADDED SIBHP - BASED ON LEG C
860,1136,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,12090.0,38.2,96.5,1150,802,,3.656,,ADDED SIBHP - BASED ON LEG C
861,1137,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,12128.2,69.4,96.4,1150,802,,3.151,,ADDED SIBHP - BASED ON LEG C
862,1138,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,12197.6,47.0,98.0,1150,805,,3.962,,ADDED SIBHP - BASED ON LEG C
863,1139,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,12244.6,156.4,98.3,1150,803,,3.89,,ADDED SIBHP - BASED ON LEG C
864,1140,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,12401.0,38.2,98.4,1150,804,,3.673,,ADDED SIBHP - BASED ON LEG C
865,1141,SAJAA-04,LEG F (ST),SHUAIBA,18_S20,12439.2,62.6,98.1,1150,800,,3.737,,ADDED SIBHP - BASED ON LEG C
866,1142,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12501.8,51.3,97.1,1150,817,,3.46,,ADDED SIBHP - BASED ON LEG C
867,1143,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12553.1,40.3,94.8,1150,814,,3.22,,ADDED SIBHP - BASED ON LEG C
868,1144,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12593.4,17.6,102.0,1150,806,,3.26,,ADDED SIBHP - BASED ON LEG C
869,1145,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12611.0,39.0,102.5,1150,803,,3.621,,ADDED SIBHP - BASED ON LEG C
870,1146,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12650.0,50.0,104.7,1150,800,,3.826,,ADDED SIBHP - BASED ON LEG C
871,1147,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12700.0,56.0,94.1,1150,793,,4.316,,ADDED SIBHP - BASED ON LEG C
872,1148,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12756.0,44.0,78.9,1150,796,,4.156,,ADDED SIBHP - BASED ON LEG C
873,1149,SAJAA-04,LEG F (ST),SHUAIBA,17_S30,12800.0,96.0,81.7,1150,798,,4.131,,ADDED SIBHP - BASED ON LEG C
874,1150,SAJAA-04,LEG F (ST),SHUAIBA,16_S40,12896.0,28.0,77.9,1150,805,,4.223,,ADDED SIBHP - BASED ON LEG C
875,1151,SAJAA-04,LEG F (ST),SHUAIBA,15_S50,12924.0,64.0,75.1,1150,808,,3.979,,ADDED SIBHP - BASED ON LEG C
876,1152,SAJAA-04,LEG F (ST),SHUAIBA,15_S50,12988.0,41.0,81.6,1150,804,,4.397,,ADDED SIBHP - BASED ON LEG C
877,1153,SAJAA-04,LEG F (ST),SHUAIBA,15_S50,13029.0,75.1,75.0,1150,805,,4.22,,ADDED SIBHP - BASED ON LEG C
878,1154,SAJAA-04,LEG F (ST),SHUAIBA,15_S50,13104.1,69.9,74.1,1150,799,,3.969,,ADDED SIBHP - BASED ON LEG C
879,1155,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13174.0,26.0,73.9,1150,795,,4.06,,ADDED SIBHP - BASED ON LEG C
880,1156,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13200.0,51.2,76.5,1150,809,,4.114,,ADDED SIBHP - BASED ON LEG C
881,1157,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13251.2,48.8,75.5,1150,812,,4.28,,ADDED SIBHP - BASED ON LEG C
882,1158,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13300.0,25.2,80.7,1150,800,,4.12,,ADDED SIBHP - BASED ON LEG C
883,1159,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13325.2,60.2,71.0,1150,798,,4.28,,ADDED SIBHP - BASED ON LEG C
884,1160,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13385.4,17.6,70.2,1150,794,,4.02,,ADDED SIBHP - BASED ON LEG C
885,1161,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13403.0,51.3,56.8,1150,799,,3.772,,ADDED SIBHP - BASED ON LEG C
886,1162,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13454.3,60.7,72.7,1150,828,,4.23,,ADDED SIBHP - BASED ON LEG C
887,1163,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13515.0,85.0,69.4,1150,807,,4.216,,ADDED SIBHP - BASED ON LEG C
888,1164,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13600.0,36.0,73.2,1150,836,,4.44,,ADDED SIBHP - BASED ON LEG C
889,1165,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13636.0,25.0,58.8,1150,804,,4.13,,ADDED SIBHP - BASED ON LEG C
890,1166,SAJAA-04,LEG F (ST),SHUAIBA,14_S60,13661.0,22.0,72.5,1150,799,,4.331,,ADDED SIBHP - BASED ON LEG C
891,1167,SAJAA-04,LEG F (ST),SHUAIBA,13_S70,13683.0,70.0,60.1,1150,822,,3.766,,ADDED SIBHP - BASED ON LEG C
892,1168,SAJAA-04,LEG F (ST),SHUAIBA,13_S70,13753.0,75.0,72.8,1150,810,,3.76,,ADDED SIBHP - BASED ON LEG C
893,1169,SAJAA-04,LEG F (ST),SHUAIBA,12_S80,13828.0,20.5,75.2,1150,828,,4.36,,ADDED SIBHP - BASED ON LEG C
894,1170,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,13848.5,77.0,75.6,1150,830,,3.71,,ADDED SIBHP - BASED ON LEG C
895,1171,SAJAA-04,LEG F (ST),SHUAIBA,19_S10,13925.5,29.2,71.1,1150,822,,4.111,,ADDED SIBHP - BASED ON LEG C
896,1172,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,13752.3,83.3,192.0,1150,818,,4.404,,ADDED SIBHP - BASED ON LEG C
897,1173,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,13835.6,46.4,192.0,1150,820,,4.58,,ADDED SIBHP - BASED ON LEG C
898,1174,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,13882.0,94.0,192.0,1150,847,,3.88,,ADDED SIBHP - BASED ON LEG C
899,1175,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,13976.0,46.0,192.0,1150,842,,3.582,,ADDED SIBHP - BASED ON LEG C
900,1176,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,14022.0,60.0,192.0,1150,846,,3.643,,ADDED SIBHP - BASED ON LEG C
901,1177,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,14082.0,61.0,192.0,1150,855,,3.678,,ADDED SIBHP - BASED ON LEG C
902,1178,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,14143.0,56.0,192.0,1150,858,,3.629,,ADDED SIBHP - BASED ON LEG C
903,1179,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,14199.0,55.0,192.0,1150,853,,3.726,,ADDED SIBHP - BASED ON LEG C
904,1180,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,14254.0,91.0,192.0,1150,870,,3.9,,ADDED SIBHP - BASED ON LEG C
905,1181,SAJAA-04,LEG F (ST2),SHUAIBA,13_S70,14345.0,7.3,192.0,1150,872,,4.021,,ADDED SIBHP - BASED ON LEG C
906,1182,SAJAA-04,LEG D,SHUAIBA,19_S10,11421.6,69.0,89.8,1150,789,,3.67,,ADDED SIBHP - BASED ON LEG C
907,1183,SAJAA-04,LEG D,SHUAIBA,19_S10,11490.6,56.9,92.8,1150,794,,3.743,,ADDED SIBHP - BASED ON LEG C
908,1184,SAJAA-04,LEG D,SHUAIBA,19_S10,11547.5,52.5,91.4,1150,798,,3.71,,ADDED SIBHP - BASED ON LEG C
909,1185,SAJAA-04,LEG D,SHUAIBA,19_S10,11600.0,97.6,89.3,1150,794,,3.445,,ADDED SIBHP - BASED ON LEG C
910,1186,SAJAA-04,LEG D,SHUAIBA,19_S10,11697.6,68.4,94.0,1150,805,,3.659,,ADDED SIBHP - BASED ON LEG C
911,1187,SAJAA-04,LEG D,SHUAIBA,19_S10,11766.0,54.0,105.1,1150,826,,3.949,,ADDED SIBHP - BASED ON LEG C
912,1188,SAJAA-04,LEG D,SHUAIBA,19_S10,11820.0,80.0,106.5,1150,823,,3.851,,ADDED SIBHP - BASED ON LEG C
913,1189,SAJAA-04,LEG D,SHUAIBA,19_S10,11900.0,58.0,112.7,1150,833,,3.915,,ADDED SIBHP - BASED ON LEG C
914,1190,SAJAA-04,LEG D,SHUAIBA,19_S10,11958.0,135.0,114.6,1150,850,,4.193,,ADDED SIBHP - BASED ON LEG C
915,1191,SAJAA-04,LEG D,SHUAIBA,19_S10,12093.0,47.0,91.2,1150,852,,3.431,,ADDED SIBHP - BASED ON LEG C
916,1192,SAJAA-04,LEG D,SHUAIBA,19_S10,12140.0,160.0,93.2,1150,844,,3.547,,ADDED SIBHP - BASED ON LEG C
917,1193,SAJAA-04,LEG D,SHUAIBA,18_S20,12300.0,80.6,94.9,1150,847,,3.435,,ADDED SIBHP - BASED ON LEG C
918,1194,SAJAA-04,LEG D,SHUAIBA,18_S20,12380.6,49.4,92.3,1150,856,,3.41,,ADDED SIBHP - BASED ON LEG C
919,1195,SAJAA-04,LEG D,SHUAIBA,17_S30,12430.0,47.6,100.0,1150,858,,3.44,,ADDED SIBHP - BASED ON LEG C
920,1196,SAJAA-04,LEG D,SHUAIBA,17_S30,12477.6,29.6,91.9,1150,855,,3.387,,ADDED SIBHP - BASED ON LEG C
921,1197,SAJAA-04,LEG D,SHUAIBA,17_S30,12507.2,22.0,92.3,1150,846,,3.433,,ADDED SIBHP - BASED ON LEG C
922,1198,SAJAA-04,LEG D,SHUAIBA,17_S30,12529.2,30.8,93.8,1150,847,,3.746,,ADDED SIBHP - BASED ON LEG C
923,1199,SAJAA-04,LEG D,SHUAIBA,16_S40,12560.0,6.4,92.9,1150,850,,3.72,,ADDED SIBHP - BASED ON LEG C
924,1200,SAJAA-04,LEG D,SHUAIBA,16_S40,12566.4,28.6,96.6,1150,847,,3.96,,ADDED SIBHP - BASED ON LEG C
925,1201,SAJAA-04,LEG D,SHUAIBA,15_S50,12595.0,55.0,94.6,1150,845,,3.87,,ADDED SIBHP - BASED ON LEG C
926,1202,SAJAA-04,LEG D,SHUAIBA,14_S60,12650.0,55.0,94.9,1150,860,,3.81,,ADDED SIBHP - BASED ON LEG C
927,1203,SAJAA-04,LEG D,SHUAIBA,14_S60,12705.0,6.0,95.3,1150,840,,3.836,,ADDED SIBHP - BASED ON LEG C
928,1204,SAJAA-04,LEG D,SHUAIBA,14_S60,12711.0,33.0,95.1,1150,848,,3.688,,ADDED SIBHP - BASED ON LEG C
929,1205,SAJAA-04,LEG D,SHUAIBA,13_S70,12744.0,6.0,98.9,1150,847,,3.81,,ADDED SIBHP - BASED ON LEG C
930,1206,SAJAA-04,LEG D,SHUAIBA,13_S70,12750.0,24.0,99.5,1150,847,,3.867,,ADDED SIBHP - BASED ON LEG C
931,1207,SAJAA-04,LEG D,SHUAIBA,13_S70,12774.0,44.0,99.2,1150,848,,4.173,,ADDED SIBHP - BASED ON LEG C
932,1208,SAJAA-04,LEG D,SHUAIBA,13_S70,12818.0,31.0,100.0,1150,843,,4.091,,ADDED SIBHP - BASED ON LEG C
933,1209,SAJAA-04,LEG D,SHUAIBA,13_S70,12849.0,59.0,96.3,1150,847,,3.683,,ADDED SIBHP - BASED ON LEG C
934,1210,SAJAA-04,LEG D,SHUAIBA,13_S70,12908.0,61.0,93.6,1150,850,,3.798,,ADDED SIBHP - BASED ON LEG C
935,1211,SAJAA-04,LEG D,SHUAIBA,13_S70,12969.0,89.0,93.0,1150,855,,3.97,,ADDED SIBHP - BASED ON LEG C
936,1212,SAJAA-04,LEG D,SHUAIBA,13_S70,13058.0,100.7,100.3,1150,857,,4.134,,ADDED SIBHP - BASED ON LEG C
937,1213,SAJAA-04,LEG D,SHUAIBA,12_S80,13158.7,64.3,97.6,1150,851,,3.925,,ADDED SIBHP - BASED ON LEG C
938,1214,SAJAA-04,LEG D,SHUAIBA,12_S80,13223.0,91.0,94.5,1150,836,,4.005,,ADDED SIBHP - BASED ON LEG C
939,1215,SAJAA-04,LEG D (ST),SHUAIBA,13_S70,,,99.2,1150,832,,4.206,,ADDED SIBHP - BASED ON LEG C
940,1216,SAJAA-04,LEG D (ST),SHUAIBA,13_S70,13094.0,56.0,93.0,1150,836,,4.013,,ADDED SIBHP - BASED ON LEG C
941,1217,SAJAA-04,LEG D (ST),SHUAIBA,13_S70,13150.0,37.6,72.2,1150,845,,4.145,,ADDED SIBHP - BASED ON LEG C
942,1218,SAJAA-04,LEG D (ST2),SHUAIBA,13_S70,12888.0,51.0,84.6,1150,828,,4.0,,ADDED SIBHP - BASED ON LEG C
943,1219,SAJAA-04,LEG D (ST2),SHUAIBA,13_S70,12939.0,53.4,85.4,1150,836,,3.98,,ADDED SIBHP - BASED ON LEG C
944,1220,SAJAA-04,LEG D (ST2),SHUAIBA,13_S70,12992.4,59.6,84.8,1150,848,,3.83,,ADDED SIBHP - BASED ON LEG C
945,1221,SAJAA-04,LEG D (ST2),SHUAIBA,13_S70,13052.0,75.0,86.9,1150,844,,4.0,,ADDED SIBHP - BASED ON LEG C
946,1222,SAJAA-04,LEG D (ST2),SHUAIBA,13_S70,13127.0,28.0,86.4,1150,855,,3.845,,ADDED SIBHP - BASED ON LEG C
947,1223,SAJAA-04,LEG D (ST2),SHUAIBA,13_S70,13155.0,45.0,91.4,1150,848,,3.834,,ADDED SIBHP - BASED ON LEG C
948,1224,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13200.0,60.0,89.4,1150,865,,4.031,,ADDED SIBHP - BASED ON LEG C
949,1225,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13260.0,98.0,68.2,1150,858,,4.032,,ADDED SIBHP - BASED ON LEG C
950,1226,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13358.0,47.0,69.7,1150,853,,4.183,,ADDED SIBHP - BASED ON LEG C
951,1227,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13405.0,81.0,68.2,1150,855,,4.158,,ADDED SIBHP - BASED ON LEG C
952,1228,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13486.0,114.0,70.4,1150,860,,4.177,,ADDED SIBHP - BASED ON LEG C
953,1229,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13600.0,105.0,70.6,1150,855,,4.087,,ADDED SIBHP - BASED ON LEG C
954,1230,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13705.0,50.0,65.7,1150,850,,3.9,,ADDED SIBHP - BASED ON LEG C
955,1231,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13755.0,52.0,69.0,1150,860,,3.98,,ADDED SIBHP - BASED ON LEG C
956,1232,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13807.0,41.0,69.0,1150,877,,3.97,,ADDED SIBHP - BASED ON LEG C
957,1233,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13848.0,19.0,69.0,1150,870,,3.97,,ADDED SIBHP - BASED ON LEG C
958,1234,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13867.0,51.0,70.5,1150,866,,3.89,,ADDED SIBHP - BASED ON LEG C
959,1235,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13918.0,52.0,72.6,1150,880,,3.94,,ADDED SIBHP - BASED ON LEG C
960,1236,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,13970.0,52.0,69.8,1150,888,,3.93,,ADDED SIBHP - BASED ON LEG C
961,1237,SAJAA-04,LEG D (ST2),SHUAIBA,12_S80,14022.0,35.4,71.5,1150,888,,3.637,,ADDED SIBHP - BASED ON LEG C
962,1238,SAJAA-05,LEG C,SHUAIBA,18_S20,11397.0,50.0,326.0,1004,987,17.0,1.93,,
963,1239,SAJAA-05,LEG C,SHUAIBA,18_S20,11447.0,17.0,258.9,1004,978,26.0,2.36,,
964,1240,SAJAA-05,LEG C,SHUAIBA,19_S10,11464.0,55.0,357.9,1004,973,31.0,0.28,,
965,1241,SAJAA-05,LEG C,SHUAIBA,19_S10,11519.0,18.0,309.8,1004,968,36.0,0.68,,
966,1242,SAJAA-05,LEG C,SHUAIBA,19_S10,11537.0,29.0,302.0,1004,965,39.0,1.2,,
967,1243,SAJAA-05,LEG C,SHUAIBA,19_S10,11566.0,30.0,155.4,1004,962,42.0,2.57,,
968,1244,SAJAA-05,LEG C,SHUAIBA,19_S10,11596.0,24.0,126.9,1004,962,42.0,1.46,,
969,1245,SAJAA-05,LEG C,SHUAIBA,19_S10,11620.0,35.0,135.4,1004,960,44.0,1.53,,
970,1246,SAJAA-05,LEG C,SHUAIBA,19_S10,11655.0,26.0,137.3,1004,962,42.0,1.07,,
971,1247,SAJAA-05,LEG C,SHUAIBA,19_S10,11681.0,21.0,163.0,1004,965,39.0,0.7,,
972,1248,SAJAA-05,LEG C,SHUAIBA,19_S10,11702.0,29.0,167.0,1004,961,43.0,-0.9,,
973,1249,SAJAA-05,LEG C,KHARAIB,2_K90,11731.0,23.0,136.0,1004,967,37.0,1.15,,
974,1250,SAJAA-05,LEG C,KHARAIB,2_K90,11754.0,29.0,118.0,1004,974,30.0,0.55,,
975,1251,SAJAA-05,LEG C,KHARAIB,2_K90,11783.0,28.0,113.0,1004,971,33.0,0.61,,
976,1252,SAJAA-05,LEG C,KHARAIB,2_K90,11811.0,24.0,123.0,1004,971,33.0,0.81,,
977,1253,SAJAA-05,LEG C,KHARAIB,20_K80 UPPER,11835.0,39.0,111.0,1004,964,40.0,0.56,,
978,1254,SAJAA-05,LEG C,KHARAIB,21_K80 MID/LOWER,11874.0,10.0,98.0,1004,974,30.0,0.69,,
979,1255,SAJAA-05,LEG C,KHARAIB,21_K80 MID/LOWER,11884.0,8.0,102.0,1004,961,43.0,0.82,,
980,1256,SAJAA-05,LEG C,KHARAIB,21_K80 MID/LOWER,11892.0,19.0,111.0,1004,967,37.0,0.87,,
981,1257,SAJAA-05,LEG C,KHARAIB,21_K80 MID/LOWER,11911.0,18.0,87.3,1004,965,39.0,0.91,,
982,1258,SAJAA-05,LEG C,KHARAIB,21_K80 MID/LOWER,11929.0,14.0,99.5,1004,965,39.0,0.5,,
983,1259,SAJAA-05,LEG C,KHARAIB,23_K70,11943.0,27.0,109.2,1004,962,42.0,0.5,,
984,1260,SAJAA-05,LEG C,KHARAIB,23_K70,11970.0,12.0,125.1,1004,964,40.0,0.24,,
985,1261,SAJAA-05,LEG C,KHARAIB,23_K70,11982.0,14.0,141.0,1004,971,33.0,0.33,,
986,1262,SAJAA-05,LEG C,KHARAIB,23_K70,11996.0,21.0,150.1,1004,974,30.0,0.06,,
987,1263,SAJAA-05,LEG C,KHARAIB,23_K70,12017.0,25.0,147.9,1004,974,30.0,0.48,,
988,1264,SAJAA-05,LEG C,KHARAIB,24_K60,12042.0,27.8,147.4,1004,976,28.0,0.59,,
989,1265,SAJAA-05,LEG C,KHARAIB,24_K60,12069.8,27.2,140.4,1004,976,28.0,0.5,,
990,1266,SAJAA-05,LEG C,KHARAIB,24_K60,12097.0,11.6,149.8,1004,967,37.0,0.48,,
991,1267,SAJAA-05,LEG C,KHARAIB,24_K60,12108.6,15.4,164.4,1004,974,30.0,0.5,,
992,1268,SAJAA-05,LEG C,KHARAIB,24_K60,12124.0,15.0,150.0,1004,978,26.0,0.51,,
993,1269,SAJAA-05,LEG C,KHARAIB,25_K50,12139.0,9.0,159.7,1004,980,24.0,0.55,,
994,1270,SAJAA-05,LEG C,KHARAIB,25_K50,12148.0,15.0,164.0,1004,979,25.0,0.45,,
995,1271,SAJAA-05,LEG C,KHARAIB,25_K50,12163.0,6.0,163.0,1004,986,18.0,0.5,,
996,1272,SAJAA-05,LEG C,KHARAIB,25_K50,12169.0,16.0,164.0,1004,982,22.0,0.54,,
997,1273,SAJAA-05,LEG C,KHARAIB,25_K50,12185.0,20.0,166.0,1004,992,12.0,0.57,,
998,1274,SAJAA-05,LEG C,KHARAIB,25_K50,12205.0,5.0,164.0,1004,984,20.0,0.57,,
999,1275,SAJAA-05,LEG C,KHARAIB,25_K50,12210.0,10.0,191.0,1004,975,29.0,0.03,,
1000,1276,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12220.0,13.0,212.0,1004,984,20.0,0.39,,
1001,1277,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12233.0,14.0,209.0,1004,991,13.0,0.67,,
1002,1278,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12247.0,26.0,185.0,1004,992,12.0,0.33,,
1003,1279,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12273.0,9.0,189.0,1004,979,25.0,0.6,,
1004,1280,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12282.0,12.0,177.0,1004,988,16.0,0.62,,
1005,1281,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12294.0,4.0,194.0,1004,984,20.0,1.03,,
1006,1282,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12298.0,13.0,174.5,1004,984,20.0,0.98,,
1007,1283,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12311.0,11.0,161.1,1004,982,22.0,0.76,,
1008,1284,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12322.0,4.0,175.9,1004,976,28.0,1.0,,
1009,1285,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,12326.0,8.0,172.5,1004,976,28.0,1.09,,
1010,1286,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12334.0,16.0,178.2,1004,979,25.0,1.08,,
1011,1287,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12350.0,4.0,181.8,1004,980,24.0,1.38,,
